procedure-a     39     2   3.921     2
procedure-a     39     3   1.838    26
procedure-a     39     4   4.108     5
procedure-a     39     5   1.831     5
procedure-a     39     6   1.368     3
procedure-a     40     1   3.305    24
procedure-a     40     2   3.307     2
procedure-a     40     3   2.032    26
procedure-a     40     4   4.123     5
procedure-a     40     5   1.779     5
procedure-a     40     6   1.186     3
procedure-a     41     1   3.523    24
procedure-a     41     2   3.386     2
procedure-a     41     3   1.709    26
procedure-a     41     4   4.633     5
procedure-a     41     5   1.895     5
procedure-a     41     6   1.446     3
procedure-a     42     1   3.417    24
procedure-a     42     2   2.928     2
procedure-a     42     3   2.110    26
procedure-a     42     4   3.725     5
procedure-a     42     5   1.763     5
procedure-a     42     6   1.447     3
procedure-a     43     1   2.876    24
procedure-a     43     2   2.762     2
procedure-a     43     3   1.762    26
procedure-a     43     4   4.083     5
procedure-a     43     5   1.769     5
procedure-a     43     6   1.154     3
procedure-a     44     1   3.349    24
procedure-a     44     2   3.519     2
procedure-a     44     3   1.941    26
procedure-a     44     4   3.974     5
procedure-a     44     5   2.088     5
procedure-a     44     6   1.264     3
procedure-a     45     1   3.394    24
procedure-a     45     2   3.073     2
procedure-a     45     3   2.021    26
procedure-a     45     4   3.750     5
procedure-a     45     5   1.732     5
procedure-a     45     6   1.260     3
procedure-a     46     1   3.164    24
procedure-a     46     2   3.187     2
procedure-a     46     3   1.876    26
procedure-a     46     4   3.772     5
procedure-a     46     5   1.812     5
procedure-a     46     6   1.362     3
procedure-a     47     1   3.177    24
procedure-a     47     2   2.875     2
procedure-a     47     3   1.792    26
procedure-a     47     4   3.769     5
procedure-a     47     5   1.758     5
procedure-a     47     6   1.279     3
procedure-a     48     1   3.200    24
procedure-a     48     2   3.023     2
procedure-a     48     3   1.991    26
procedure-a     48     4   3.588     5
procedure-a     48     5   1.836     5
procedure-a     48     6   1.424     3
procedure-a     49     1   3.038    24
procedure-a     49     2   3.172     2
procedure-a     49     3   1.941    26
procedure-a     49     4   3.589     5
procedure-a     49     5   1.678     5
procedure-a     49     6   1.385     3
procedure-a     50     1   2.980    24
procedure-a     50     2   2.803     2
procedure-a     50     3   1.933    26
procedure-a     50     4   3.547     5
procedure-a     50     5   1.894     5
procedure-a     50     6   1.256     3
PROCEDURE-B      1     1   4.825     5
PROCEDURE-B      1     2   3.185    24
PROCEDURE-B      1     3   3.403     2
PROCEDURE-B      1     4   4.226    12
PROCEDURE-B      1     5   4.506    60
PROCEDURE-B      1     6   3.128    72
PROCEDURE-B      2     1   4.597     5
PROCEDURE-B      2     2   2.799    24
PROCEDURE-B      2     3   3.287     2
PROCEDURE-B      2     4   4.508    12
PROCEDURE-B      2     5   4.115    60
PROCEDURE-B      2     6   2.649    72
PROCEDURE-B      3     1   5.037     5
PROCEDURE-B      3     2   2.815    24
PROCEDURE-B      3     3   3.363     2
PROCEDURE-B      3     4   3.706    12
PROCEDURE-B      3     5   3.706    60
PROCEDURE-B      3     6   2.621    72
PROCEDURE-B      4     1   4.882     5
PROCEDURE-B      4     2   3.027    24
PROCEDURE-B      4     3   3.575     2
PROCEDURE-B      4     4   4.213    12
PROCEDURE-B      4     5   4.369    60
PROCEDURE-B      4     6   2.722    72
PROCEDURE-B      5     1   5.091     5
PROCEDURE-B      5     2   3.275    24
PROCEDURE-B      5     3   3.207     2
PROCEDURE-B      5     4   4.097    12
PROCEDURE-B      5     5   3.181    60
PROCEDURE-B      5     6   3.219    72
PROCEDURE-B      6     1   4.360     5
PROCEDURE-B      6     2   3.024    24
PROCEDURE-B      6     3   4.154     2
PROCEDURE-B      6     4   3.834    12
PROCEDURE-B      6     5   3.658    60
PROCEDURE-B      6     6   2.977    72
PROCEDURE-B      7     1   4.574     5
PROCEDURE-B      7     2   2.949    24
PROCEDURE-B      7     3   3.080     2
PROCEDURE-B      7     4   4.585    12
PROCEDURE-B      7     5   3.206    60
PROCEDURE-B      7     6   2.618    72
PROCEDURE-B      8     1   5.114     5
PROCEDURE-B      8     2   2.786    24
PROCEDURE-B      8     3   3.589     2
PROCEDURE-B      8     4   3.759    12
PROCEDURE-B      8     5   3.150    60
PROCEDURE-B      8     6   3.185    72
PROCEDURE-B      9     1   4.444     5
PROCEDURE-B      9     2   2.724    24
PROCEDURE-B      9     3   3.248     2
PROCEDURE-B      9     4   3.329    12
PROCEDURE-B      9     5   3.127    60
PROCEDURE-B      9     6   2.693    72
PROCEDURE-B     10     1   4.473     5
PROCEDURE-B     10     2   2.982    24
PROCEDURE-B     10     3   3.424     2
PROCEDURE-B     10     4   4.009    12
PROCEDURE-B     10     5   3.469    60
PROCEDURE-B     10     6   3.349    72
PROCEDURE-B     11     1   4.439     5
PROCEDURE-B     11     2   2.801    24
PROCEDURE-B     11     3   3.902     2
PROCEDURE-B     11     4   4.231    12
PROCEDURE-B     11     5   3.010    60
PROCEDURE-B     11     6   2.524    72
PROCEDURE-B     12     1   4.052     5
PROCEDURE-B     12     2   2.809    24
PROCEDURE-B     12     3   4.621     2
PROCEDURE-B     12     4   3.997    12
PROCEDURE-B     12     5   2.851    60
PROCEDURE-B     12     6   2.865    72
PROCEDURE-B     13     1   4.259     5
PROCEDURE-B     13     2   2.913    24
PROCEDURE-B     13     3   3.449     2
PROCEDURE-B     13     4   3.683    12
PROCEDURE-B     13     5   2.914    60
PROCEDURE-B     13     6   3.053    72
PROCEDURE-B     14     1   3.847     5
PROCEDURE-B     14     2   2.664    24
PROCEDURE-B     14     3   3.260     2
PROCEDURE-B     14     4   4.513    12
PROCEDURE-B     14     5   2.866    60
PROCEDURE-B     14     6   2.444    72
PROCEDURE-B     15     1   5.114     5
PROCEDURE-B     15     2   2.636    24
PROCEDURE-B     15     3   3.237     2
PROCEDURE-B     15     4   4.050    12
PROCEDURE-B     15     5   2.929    60
PROCEDURE-B     15     6   2.413    72
PROCEDURE-B     16     1   3.860     5
PROCEDURE-B     16     2   2.995    24
PROCEDURE-B     16     3   2.830     2
PROCEDURE-B     16     4   4.363    12
PROCEDURE-B     16     5   2.208    60
PROCEDURE-B     16     6   2.046    72
PROCEDURE-B     17     1   3.986     5
PROCEDURE-B     17     2   2.961    24
PROCEDURE-B     17     3   4.072     2
PROCEDURE-B     17     4   4.696    12
PROCEDURE-B     17     5   2.312    60
PROCEDURE-B     17     6   1.653    72
PROCEDURE-B     18     1   4.346     5
PROCEDURE-B     18     2   3.334    24
PROCEDURE-B     18     3   2.595     2
PROCEDURE-B     18     4   2.658    12
PROCEDURE-B     18     5   2.264    60
PROCEDURE-B     18     6   1.947    72
PROCEDURE-B     19     1   4.179     5
PROCEDURE-B     19     2   2.797    24
PROCEDURE-B     19     3   2.717     2
PROCEDURE-B     19     4   3.071    12
PROCEDURE-B     19     5   2.571    60
PROCEDURE-B     19     6   1.633    72
PROCEDURE-B     20     1   3.880     5
PROCEDURE-B     20     2   2.677    24
PROCEDURE-B     20     3   2.846     2
PROCEDURE-B     20     4   2.970    12
PROCEDURE-B     20     5   2.048    60
PROCEDURE-B     20     6   1.804    72
PROCEDURE-B     21     1   3.948     5
PROCEDURE-B     21     2   2.554    24
PROCEDURE-B     21     3   2.927     2
PROCEDURE-B     21     4   2.652    12
PROCEDURE-B     21     5   1.756    60
PROCEDURE-B     21     6   1.238    72
PROCEDURE-B     22     1   3.931     5
PROCEDURE-B     22     2   2.669    24
PROCEDURE-B     22     3   2.732     2
PROCEDURE-B     22     4   2.539    12
PROCEDURE-B     22     5   1.650    60
PROCEDURE-B     22     6   1.482    72
PROCEDURE-B     23     1   4.120     5
PROCEDURE-B     23     2   2.859    24
PROCEDURE-B     23     3   2.538     2
PROCEDURE-B     23     4   2.234    12
PROCEDURE-B     23     5   1.550    60
PROCEDURE-B     23     6   1.463    72
PROCEDURE-B     24     1   3.840     5
PROCEDURE-B     24     2   2.539    24
PROCEDURE-B     24     3   2.799     2
PROCEDURE-B     24     4   2.460    12
PROCEDURE-B     24     5   1.535    60
PROCEDURE-B     24     6   1.846    72
PROCEDURE-B     25     1   3.873     5
PROCEDURE-B     25     2   2.798    24
PROCEDURE-B     25     3   2.540     2
PROCEDURE-B     25     4   2.133    12
PROCEDURE-B     25     5   1.492    60
PROCEDURE-B     25     6   1.609    72
PROCEDURE-B     26     1   3.895     5
PROCEDURE-B     26     2   2.968    24
PROCEDURE-B     26     3   2.685     2
PROCEDURE-B     26     4   1.845    12
PROCEDURE-B     26     5   1.595    60
PROCEDURE-B     26     6   1.307    72
PROCEDURE-B     27     1   3.606     5
PROCEDURE-B     27     2   2.618    24
PROCEDURE-B     27     3   2.506     2
PROCEDURE-B     27     4   1.840    12
PROCEDURE-B     27     5   1.679    60
PROCEDURE-B     27     6   1.190    72
PROCEDURE-B     28     1   3.884     5
PROCEDURE-B     28     2   2.481    24
PROCEDURE-B     28     3   2.646     2
PROCEDURE-B     28     4   1.938    12
PROCEDURE-B     28     5   1.432    60
PROCEDURE-B     28     6   1.125    72
PROCEDURE-B     29     1   3.747     5
PROCEDURE-B     29     2   2.646    24
PROCEDURE-B     29     3   2.443     2
PROCEDURE-B     29     4   1.751    12
PROCEDURE-B     29     5   1.574    60
PROCEDURE-B     29     6   1.062    72
PROCEDURE-B     30     1   3.541     5
PROCEDURE-B     30     2   2.771    24
PROCEDURE-B     30     3   2.668     2
PROCEDURE-B     30     4   1.805    12
PROCEDURE-B     30     5   1.474    60
PROCEDURE-B     30     6   1.242    72
PROCEDURE-B     31     1   3.535     5
PROCEDURE-B     31     2   2.505    24
PROCEDURE-B     31     3   2.654     2
PROCEDURE-B     31     4   1.863    12
PROCEDURE-B     31     5   1.422    60
PROCEDURE-B     31     6   1.263    72
PROCEDURE-B     32     1   3.696     5
PROCEDURE-B     32     2   2.177    24
PROCEDURE-B     32     3   2.600     2
PROCEDURE-B     32     4   1.861    12
PROCEDURE-B     32     5   1.569    60
PROCEDURE-B     32     6   1.325    72
PROCEDURE-B     33     1   3.755     5
PROCEDURE-B     33     2   2.446    24
PROCEDURE-B     33     3   2.630     2
PROCEDURE-B     33     4   1.800    12
PROCEDURE-B     33     5   1.506    60
PROCEDURE-B     33     6   1.265    72
PROCEDURE-B     34     1   4.091     5
PROCEDURE-B     34     2   2.685    24
PROCEDURE-B     34     3   2.503     2
PROCEDURE-B     34     4   2.032    12
PROCEDURE-B     34     5   1.536    60
PROCEDURE-B     34     6   1.325    72
PROCEDURE-B     35     1   3.970     5
PROCEDURE-B     35     2   2.344    24
PROCEDURE-B     35     3   2.403     2
PROCEDURE-B     35     4   2.008    12
PROCEDURE-B     35     5   1.443    60
PROCEDURE-B     35     6   1.284    72
PROCEDURE-B     36     1   3.639     5
PROCEDURE-B     36     2   2.530    24
PROCEDURE-B     36     3   2.696     2
PROCEDURE-B     36     4   2.141    12
PROCEDURE-B     36     5   1.565    60
PROCEDURE-B     36     6   1.359    72
PROCEDURE-B     37     1   3.481     5
PROCEDURE-B     37     2   2.545    24
PROCEDURE-B     37     3   2.410     2
PROCEDURE-B     37     4   1.869    12
PROCEDURE-B     37     5   1.388    60
PROCEDURE-B     37     6   1.393    72
PROCEDURE-B     38     1   3.937     5
PROCEDURE-B     38     2   2.278    24
PROCEDURE-B     38     3   2.421     2
PROCEDURE-B     38     4   1.708    12
PROCEDURE-B     38     5   1.414    60
PROCEDURE-B     38     6   1.230    72
PROCEDURE-B     39     1   3.823     5
PROCEDURE-B     39     2   2.327    24
PROCEDURE-B     39     3   2.371     2
PROCEDURE-B     39     4   1.720    12
PROCEDURE-B     39     5   1.478    60
PROCEDURE-B     39     6   1.113    72
PROCEDURE-B     40     1   3.870     5
PROCEDURE-B     40     2   2.348    24
PROCEDURE-B     40     3   2.272     2
PROCEDURE-B     40     4   1.885    12
PROCEDURE-B     40     5   1.562    60
PROCEDURE-B     40     6   1.256    72
PROCEDURE-B     41     1   3.595     5
PROCEDURE-B     41     2   2.321    24
PROCEDURE-B     41     3   2.374     2
PROCEDURE-B     41     4   1.654    12
PROCEDURE-B     41     5   1.361    60
PROCEDURE-B     41     6   1.118    72
PROCEDURE-B     42     1   3.693     5
PROCEDURE-B     42     2   2.678    24
PROCEDURE-B     42     3   2.472     2
PROCEDURE-B     42     4   1.977    12
PROCEDURE-B     42     5   1.325    60
PROCEDURE-B     42     6   1.172    72
PROCEDURE-B     43     1   3.513     5
PROCEDURE-B     43     2   2.497    24
PROCEDURE-B     43     3   2.474     2
PROCEDURE-B     43     4   1.814    12
PROCEDURE-B     43     5   1.293    60
PROCEDURE-B     43     6   1.045    72
PROCEDURE-B     44     1   4.010     5
PROCEDURE-B     44     2   2.405    24
PROCEDURE-B     44     3   2.301     2
PROCEDURE-B     44     4   1.699    12
PROCEDURE-B     44     5   1.346    60
PROCEDURE-B     44     6   1.266    72
PROCEDURE-B     45     1   3.557     5
PROCEDURE-B     45     2   2.439    24
PROCEDURE-B     45     3   2.028     2
PROCEDURE-B     45     4   1.775    12
PROCEDURE-B     45     5   1.434    60
PROCEDURE-B     45     6   1.046    72
PROCEDURE-B     46     1   3.614     5
PROCEDURE-B     46     2   2.655    24
PROCEDURE-B     46     3   2.380     2
PROCEDURE-B     46     4   1.910    12
PROCEDURE-B     46     5   1.221    60
PROCEDURE-B     46     6   1.270    72
PROCEDURE-B     47     1   3.632     5
PROCEDURE-B     47     2   2.356    24
PROCEDURE-B     47     3   2.380     2
PROCEDURE-B     47     4   1.449    12
PROCEDURE-B     47     5   1.437    60
PROCEDURE-B     47     6   1.168    72
PROCEDURE-B     48     1   3.484     5
PROCEDURE-B     48     2   2.563    24
PROCEDURE-B     48     3   2.426     2
PROCEDURE-B     48     4   1.595    12
PROCEDURE-B     48     5   1.265    60
PROCEDURE-B     48     6   1.093    72
PROCEDURE-B     49     1   3.570     5
PROCEDURE-B     49     2   2.326    24
PROCEDURE-B     49     3   2.279     2
PROCEDURE-B     49     4   1.889    12
PROCEDURE-B     49     5   1.432    60
PROCEDURE-B     49     6   1.124    72
PROCEDURE-B     50     1   3.385     5
PROCEDURE-B     50     2   2.584    24
PROCEDURE-B     50     3   2.324     2
PROCEDURE-B     50     4   1.720    12
PROCEDURE-B     50     5   1.457    60
PROCEDURE-B     50     6   1.090    72
procedure-a      1     1   8.054    24
procedure-a      1     2   8.391     2
procedure-a      1     3   5.837    26
procedure-a      1     4   9.352     5
procedure-a      1     5   6.499     5
procedure-a      1     6   4.268     3
procedure-a      2     1   7.975    24
procedure-a      2     2   9.822     2
procedure-a      2     3   4.851    26
procedure-a      2     4   7.793     5
procedure-a      2     5   5.754     5
procedure-a      2     6   4.260     3
procedure-a      3     1   7.282    24
procedure-a      3     2   8.824     2
procedure-a      3     3   4.891    26
procedure-a      3     4   7.712     5
procedure-a      3     5   5.732     5
procedure-a      3     6   4.487     3
procedure-a      4     1   7.569    24
procedure-a      4     2   7.724     2
procedure-a      4     3   4.264    26
procedure-a      4     4   7.087     5
procedure-a      4     5   5.533     5
procedure-a      4     6   3.713     3
procedure-a      5     1   7.446    24
procedure-a      5     2   8.045     2
procedure-a      5     3   4.058    26
procedure-a      5     4   7.407     5
procedure-a      5     5   4.736     5
procedure-a      5     6   3.460     3
procedure-a      6     1   8.120    24
procedure-a      6     2   7.006     2
procedure-a      6     3   3.990    26
procedure-a      6     4   7.011     5
procedure-a      6     5   4.826     5
procedure-a      6     6   3.093     3
procedure-a      7     1   7.010    24
procedure-a      7     2   7.028     2
procedure-a      7     3   4.289    26
procedure-a      7     4   7.503     5
procedure-a      7     5   4.025     5
procedure-a      7     6   3.084     3
procedure-a      8     1   7.237    24
procedure-a      8     2   5.853     2
procedure-a      8     3   3.864    26
procedure-a      8     4   6.897     5
procedure-a      8     5   5.326     5
procedure-a      8     6   3.286     3
procedure-a      9     1   6.556    24
procedure-a      9     2   6.124     2
procedure-a      9     3   3.767    26
procedure-a      9     4   6.715     5
procedure-a      9     5   4.507     5
procedure-a      9     6   3.255     3
procedure-a     10     1   5.980    24
procedure-a     10     2   6.446     2
procedure-a     10     3   3.734    26
procedure-a     10     4   6.774     5
procedure-a     10     5   3.925     5
procedure-a     10     6   3.305     3
procedure-a     11     1   5.917    24
procedure-a     11     2   6.209     2
procedure-a     11     3   4.942    26
procedure-a     11     4   6.795     5
procedure-a     11     5   3.745     5
procedure-a     11     6   2.869     3
procedure-a     12     1   6.419    24
procedure-a     12     2   5.984     2
procedure-a     12     3   3.483    26
procedure-a     12     4   6.779     5
procedure-a     12     5   3.929     5
procedure-a     12     6   3.466     3
procedure-a     13     1   6.692    24
procedure-a     13     2   6.189     2
procedure-a     13     3   3.451    26
procedure-a     13     4   6.724     5
procedure-a     13     5   4.388     5
procedure-a     13     6   3.076     3
procedure-a     14     1   5.904    24
procedure-a     14     2   5.928     2
procedure-a     14     3   3.778    26
procedure-a     14     4   5.656     5
procedure-a     14     5   3.742     5
procedure-a     14     6   2.620     3
procedure-a     15     1   5.866    24
procedure-a     15     2   6.259     2
procedure-a     15     3   3.384    26
procedure-a     15     4   6.214     5
procedure-a     15     5   4.808     5
procedure-a     15     6   3.352     3
procedure-a     16     1   5.307    24
procedure-a     16     2   5.906     2
procedure-a     16     3   3.822    26
procedure-a     16     4   5.778     5
procedure-a     16     5   4.035     5
procedure-a     16     6   2.971     3
procedure-a     17     1   5.217    24
procedure-a     17     2   5.657     2
procedure-a     17     3   3.272    26
procedure-a     17     4   5.478     5
procedure-a     17     5   3.701     5
procedure-a     17     6   3.179     3
procedure-a     18     1   5.072    24
procedure-a     18     2   5.014     2
procedure-a     18     3   3.164    26
procedure-a     18     4   5.852     5
procedure-a     18     5   3.265     5
procedure-a     18     6   2.946     3
procedure-a     19     1   5.728    24
procedure-a     19     2   4.945     2
procedure-a     19     3   3.323    26
procedure-a     19     4   6.637     5
procedure-a     19     5   4.007     5
procedure-a     19     6   2.253     3
procedure-a     20     1   5.233    24
procedure-a     20     2   4.637     2
procedure-a     20     3   2.717    26
procedure-a     20     4   5.845     5
procedure-a     20     5   2.705     5
procedure-a     20     6   1.822     3
procedure-a     21     1   5.558    24
procedure-a     21     2   4.843     2
procedure-a     21     3   2.439    26
procedure-a     21     4   5.462     5
procedure-a     21     5   2.978     5
procedure-a     21     6   1.898     3
procedure-a     22     1   4.878    24
procedure-a     22     2   4.364     2
procedure-a     22     3   2.212    26
procedure-a     22     4   5.748     5
procedure-a     22     5   2.653     5
procedure-a     22     6   2.439     3
procedure-a     23     1   4.794    24
procedure-a     23     2   5.039     2
procedure-a     23     3   2.509    26
procedure-a     23     4   5.011     5
procedure-a     23     5   2.910     5
procedure-a     23     6   1.913     3
procedure-a     24     1   4.468    24
procedure-a     24     2   4.407     2
procedure-a     24     3   2.403    26
procedure-a     24     4   4.642     5
procedure-a     24     5   2.639     5
procedure-a     24     6   1.986     3
procedure-a     25     1   4.975    24
procedure-a     25     2   3.660     2
procedure-a     25     3   2.517    26
procedure-a     25     4   4.599     5
procedure-a     25     5   2.511     5
procedure-a     25     6   1.601     3
procedure-a     26     1   4.790    24
procedure-a     26     2   4.063     2
procedure-a     26     3   2.323    26
procedure-a     26     4   4.971     5
procedure-a     26     5   3.022     5
procedure-a     26     6   1.569     3
procedure-a     27     1   4.540    24
procedure-a     27     2   4.436     2
procedure-a     27     3   2.078    26
procedure-a     27     4   4.330     5
procedure-a     27     5   2.985     5
procedure-a     27     6   1.619     3
procedure-a     28     1   4.182    24
procedure-a     28     2   4.121     2
procedure-a     28     3   2.346    26
procedure-a     28     4   4.129     5
procedure-a     28     5   2.415     5
procedure-a     28     6   1.526     3
procedure-a     29     1   4.939    24
procedure-a     29     2   4.029     2
procedure-a     29     3   2.385    26
procedure-a     29     4   4.239     5
procedure-a     29     5   2.499     5
procedure-a     29     6   1.674     3
procedure-a     30     1   4.513    24
procedure-a     30     2   3.421     2
procedure-a     30     3   2.322    26
procedure-a     30     4   4.016     5
procedure-a     30     5   2.254     5
procedure-a     30     6   1.645     3
procedure-a     31     1   4.085    24
procedure-a     31     2   3.977     2
procedure-a     31     3   2.172    26
procedure-a     31     4   4.375     5
procedure-a     31     5   2.409     5
procedure-a     31     6   1.713     3
procedure-a     32     1   4.071    24
procedure-a     32     2   4.059     2
procedure-a     32     3   1.903    26
procedure-a     32     4   4.092     5
procedure-a     32     5   2.080     5
procedure-a     32     6   1.647     3
procedure-a     33     1   3.879    24
procedure-a     33     2   3.385     2
procedure-a     33     3   1.898    26
procedure-a     33     4   4.420     5
procedure-a     33     5   2.340     5
procedure-a     33     6   1.429     3
procedure-a     34     1   3.961    24
procedure-a     34     2   3.556     2
